카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명
분유포트,브레짜 분유포트,베이비브레짜 분유포트(깔대기 2개) 구로,거래완료,"25,000원",도림동,2025-08-31,1,3,143,51.5℃,블랙밀크티,유아동,문고리거래,"베이비브레짜 분유포트(깔대기 2개)
여분 깔대기까지 총 2개 드려요 

새제품 구매해서 1년 사용하셨던 상태 좋은 제품 당근해와서 저희 아기 돌때까지 1년 정도 잘 쓰고
이제 필요하신 분께 보내드리려 합니다.

공식홈페이지 방식대로 소독하며 사용했습니다.

기존 판매자분께서 물통 쪽에 박스테이프를 붙혔다 뗐던 자국이 있긴 한데 사용시 뒤쪽은 보이지도 않고 사용하는 데 전혀 문제없었습니다 ^^ 

문고리거래"
분유포트,브레짜 분유포트,베이비브레짜 분유포트,거래완료,"80,000원",양평제1동,2025-08-31,2,1,142,40.4℃,썬샤인,유아동,육아 중으로 문고리거래 희망합니다.,"베이비브레짜 formula pro advanced
(제조일 23.12)

* 상태 최상급 (거의 사용 X)
* 육아 중으로 문고리거래 희망합니다.
"
분유포트,브레짜 분유포트,베이비브레짜 분유포트 22.1 제조 (재당근아님) 강서,거래완료,"40,000원",양평제2동,2025-08-31,1,1,42,48.6℃,당케쇤,유아동,직거래 우선입니다.,"베이비브레짜
22년1월제조품
아이둘 사용하고 깨끗이 세척후 판매합니다
깔대기 3개 있고 모두드립니다
"
분유포트,브레짜 분유포트,보르르 분유포트,거래완료,"32,000원",양평제2동,2026-03-04,2,1,68,72.6℃,레츠고KANG,생활가전,가양역 인근 아파트 문고리 거래 희망합니다,"보르르 분유포트 판매해요
물려받았을때도 사용감이 적었는데, 집에 브레짜가 있어서 거의 쓰지 않았고 여행가서 두번 쓰고 보관만 했어요
박스랑 제품 포장 비닐, 사용설명서 모두 그대로 있고 제품도 깨끗합니다
이제 아이가 분유를 끊고 보니 
분유포트는 아이 물 수급하는 용으로 더 유용하게 쓰이겠어요

가양역 인근 아파트 문고리 거래 희망합니다
쿨거래 시 네고해드려요
구매 후 환불 어렵습니다"
분유포트,브레짜 분유포트,베이비 브레짜 분유포트 + 깔데기 여분 3개 + 분유통 여분 1개 영등포 문래동5가,거래완료,"25,000원",양평제2동,2026-02-02,1,1,53,45.8℃,목석,유아동,직거래는 고척아이파크몰 앞에서 가능합니다,"릴리브 자동출수 분유포트 3세대에요
작년 11월 선물받았고 
브레짜 사용해서 세척만하고 보관중입니다.
실사용 3회 미만 기억 안나는데 세척만 했습니다.

따뜻한 물, 끓인 물, 자동 출수 기능까지 모두 갖춘 똑똑한 분유포트랍니다
깔끔한 화이트 디자인으로 어떤 인테리어에도 잘 어울려요
육아 필수템으로 우리 아기에게 딱 맞는 온도의 물을 간편하게 준비해보세요"
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 나눔,나눔완료,무료나눔,양평제2동,2025-11-04,1,0,91,42.3℃,과니,유아동,육아중이라 문고리거래 선호합니다.(등촌주공8단지아파트),"베이비브레짜 Formula Pro Advanced 분유제조기입니다
- 자동 분유 제조 기능으로 빠르고 편리하게 분유를 만들 수 있습니다
- 항상 일정한 농도로 분유를 제조해줍니다
- 밤중 수유 시 특히 유용합니다

당근에서 2만원정도 주고 구입했는데 한번도 쓰지않았네요 

전원들어오는거 확인하고, 사용하려고 닦기만하고 결국

사용 안했습니다. 와이프가 그냥 포트에 물넣고 만드는게 좋다고

해서요. 

깔데기는 2개고 박스채로 사진에보이는 구성 다있습니다.

이번주내에 나눔안되면 폐기할꺼라 가져가실분은 챗주세요!

육아중이라 문고리거래 선호합니다.(등촌주공8단지아파트)"
분유포트,브레짜 분유포트,베이비브레짜 분유포트(박스있어요),거래완료,"28,000원",양평제2동,2025-08-31,1,3,316,67℃,딩동댕동,유아동,문고리거래가능,"정품구매후 인증하고 사용했어요
재당근 아닙니당

깔대기1개
상태좋아요

문고리거래가능"
분유포트,브레짜 분유포트,릴리브 분유포트,거래완료,"55,000원",양평제2동,2025-08-31,2,2,70,46.1℃,벨라,유아동,선유도역 인근 양평한신아파트에서 *문고리 거래*합니다.,"릴리브 분유포트 판매해요

25년 2월 출산인데
24.10월에 미리 구매해놓고
열심히 소독해놓고 아기 태어나서 두세번쓰고 
브레짜 사용하는바람에 보관만 했습니다

이번에 정수기까지 설치해서 더욱 사용하지않을꺼같아서 내놓습니다

새상품처럼 깨끗합니다 반값에 가져가세요~
릴리브 에코백에 넣어드릴께요"
분유포트,브레짜 분유포트,베이비브레짜 분유포트 부품용 나눔 문래동6가,나눔완료,무료나눔,양평제2동,2025-08-31,3,2,125,47.5℃,펭펭펭,유아동,문고리 거래 (1층 경비실 앞) 선호합니다.,"베이비브레짜
22년1월제조품
아이둘 사용하고 깨끗이 세척후 판매합니다
깔대기 3개 있고 모두드립니다"
분유포트,브레짜 분유포트,베이비브레짜 분유포트 양평동2가,거래완료,"67,000원",양평제2동,2025-08-31,2,2,169,45.5℃,삼양동바리안,유아동,직거래 우선입니다.,"23.8월 제조 / 24.1월 구매 브레짜 입니다
재당근 아니구요 
깔때기 3개 있고 그중 1개는 미개봉 새상품입니다
정품등록카드 있어서 직접 등록하시고 안심세척 서비스 받으실 수 있습니다
전용박스는 버려서 없습니다"
분유포트,브레짜 분유포트,폴레드 젖병소독기+분유포트+브레짜 스팀소독기 구로,거래완료,"220,000원",도림동,2025-08-31,3,2,230,40.9℃,kkanti,유아동,고척아이파크 문고리거래가능합니다,"2023년8월구매 1년간 사용했어요
브레짜 박스포장(씻어서 보관했는데 안쓴지 오래되어 물때있으나 이건 세척하면 없어집니다)
폴레드 젖병소독기, 트레이, 분유포트 일괄로 드려요

이거면 맘마존 준비 끝입니다ㅎㅎ
1년사용해서 사용감 당연히있고 중고입니다
단순변심 환불불가이고
고척아이파크 문고리거래가능합니다"
분유포트,브레짜 분유포트,베이비브레짜 분유포트 (포뮬러 프로 어드밴스드),거래완료,"30,000원",양평제2동,2025-08-31,1,0,39,48.9℃,람쥐,유아동,🍀육아중이라 문고리거래 선호합니다.,"당근에서 8.5 주고 사서 1년동안 너무너무 잘썼고 
3주간격으로 소독하면서 깨끗하게 썼어요!
깔대기 2개있고 재당근이지만 사용하는데 전혀 문제없습니다 싸게 가져가세요😊

🍀육아중이라 문고리거래 선호합니다.
교환/환불 불가이니 예민하신분들은 피해주세요🥲"
분유포트,브레짜 분유포트,베이비 브레짜 +보르르분유포트 5개월 사용 (22.11제조상품)재당근아님,거래완료,"100,000원",양평제1동,2025-08-31,2,2,169,61.5℃,ilijii,유아동,문고리거래원합니다,"실사용기간 약 5개월 브레짜+보로루입니다
재당근아니고 ~상태좋습니다.


브레짜 생산일자 22.11이고 
사놓고 모유수유로 사용하지않다가 
후에 분유로 갈아타면서 5-6개월 사용해서
상태좋습니다.

물 흐르는 부분들은 세척해뒀고 
겉 표면들은 알콜소독까지 싹~~~해두었으나 
중고상품이니만큼 예민하신분은 피해주시고~

아기가 쓰는 제품이니만큼 유튜브 등을 보시고 
쓰시기 전 한번더 세척하시길 바랍니다^^

보로루도 일괄판매 합니다 

브레짜 깔대기 3개정도 있는데 다같이챙겨드립니다"
분유포트,브레짜 분유포트,benvoir 벤브와 분유포트 (중탕용기 포함),거래완료,"10,000원",양평제2동,2025-08-31,1,0,41,49.5℃,봉봉아빠,유아동,거래는 염창동 이너스내안에 아파트(양천로75길 22-21)로 와주시면 좋겠어요. 문고리 거래도 가능합니다.,"benvoir 벤브와 분유포트 입니다. 23년 3월쯤 구매했구요. 제조일은 22년7월이네요.
브레짜에 넣을 물 데우는데 사용했어요.
중탕 용기도 있습니다.

- 잘 세척하면서 사용했는데 바닥에 미니랄 침전 자국은 남더라구요.(사진참고)
- 유리겉면과 손잡이 연결하는 쇠부분이 부식된 부분이 있어요.(사진참고)
- 물식힐 때, 대체로 괜찮지만 냉각팬 소리가 날때도 있었어요.

거래는 염창동 이너스내안에 아파트(양천로75길 22-21)로 와주시면 좋겠어요. 문고리 거래도 가능합니다. "
분유포트,브레짜 분유포트,보아르 아가맘마 보틀워머 이유식 분유 모유 중탕기 워머해동 관악,거래중,"23,000원",신길제5동,2026-08-01,1,3,106,70.6℃,당근당근,유아동,"부피/무게가 있는 전자제품이라 목1동 파라곤, 행복한 백화점, 현대백화점 직거래나 비대면 문꼬리 거래 원합니다. ^^","아기 젖병을 위생적으로 관리할 수 있는 보아르 젖병 소독기/워머예요
분유 중탕, 보온 기능도 있어서 활용도가 높답니다
깔끔한 디자인으로 어느 공간에 두어도 잘 어울려요
소중한 아기를 위해 위생적인 환경을 만들어주세요

아기 모유 분유 먹이면서 정말 잘 사용한 제품이에요. 몇 도인지 생각할 필요도 없고 여기에 두면 원하는 온도에 맞춰서 데울 수 있어서 정말 좋았어요.
저는 아기물 분유포트랑 브레짜도 있었는데도 정말 유용하게 사용했어요.
사진처럼 깨끗하게 사용했습니다
아이들이 다 커서 보이제 보냅니다"
분유포트,브레짜 분유포트,라비킷 4세대 분유포트 화이트 프로 관악,거래완료,"80,000원",신길제1동,2026-08-26,2,7,59,46.3℃,샤샤샥,유아동,🍀육아중이라 문고리거래 선호합니다.,"워너홈 분유 쉐이커 Milk Shaker-1 모델입니다

- 정격전압 3.7V
- 충전전압 5V
- 배터리 용량 1800mAh

한번충전하면 꽤 오래가긴하는디(1주정도 썼던거같아요)

신생아 키우면서 
충전할게 하도 많으실거 같아
부족한 충전기도 함께 드립니다

기본기능은 방향바꿔서 흔들어주고 불빛으로 무드등처럼 보이고

3단인가로 흔드는 시간을 바꿀수있던것 같아요 (터치횟수차등)

1. 필요한이
 ㅡ 밤에 눈을뜰수 없어 조유농도가 자꾸 들쭉날쭉 안맞는자
 ㅡ 어떤일인지 흔들때마다 무조건 젖병이 새는 자
 ㅡ 애기가 미친듯이 자주 배고파서 우는 자
 ㅡ 흔들면 거품이 왕창 생기는 헬스남들(애기 배앓이로 직행)
 ㅡ 애기 기저귀를 갈거나 씻기는 순간에 분유 섞는 시간을 애끼고싶은 똑똑이 부모님

2. 고려할점
 ㅡ 바닥이 뽁뽁이로 붙을수있는 평평한 바닥에 붙여야함
 ㅡ 흔드는기능에 집중하여 보온은 따로해야하지만 애가 당장울고잇는데 그럴시간은 없음(어차피 모든 포트가 온도를 맞춰줌)
 ㅡ 브레짜가 아무리 이모님수준이어도 정확하게 조유농도를 맞출수없어 필히 본 기계 셰이커로 흔들어줘야 균일하게 입자가 섞임
ㅡ 신기하게 진짜 모든 젖병이 다들어감"
분유포트,브레짜 분유포트,보르르 분유포트 컨디션 최상 동작,거래완료,"50,000원",신길제5동,2026-08-01,0,1,105,47℃,alsujy,유아동,전자제품이고 유리이고 아기용품이라 문고리만 할게요!,"보르르 분유포트 판매해요
사진에 보이는 구성품으로 드려요

제 판매상품 중
브레짜 분유제조기 + 보르르 분유포트 + 유팡 소독기 3개 다 하시면 15만원에 드리니 관심있으시면 연락주세요

새제품 선물받아서 깔끔하게 사용했어요
주기적으로 소독/세정해서 보시는 것처럼 물자국도 없습니다

새벽수유 할 때 정말 꼭 필요한 아이템이에요

유명한 제품이라 자세한 설명은 안하겠습니다!
전자제품이고 유리이고 아기용품이라 문고리만 할게요!"
분유포트,브레짜 분유포트,워너홈 분유 쉐이커 Milk Shaker-1 관악,거래완료,"15,000원",신길제5동,2026-03-04,1,0,39,47.8℃,KilNamYang,유아동,"문고리 거래, 당근페이 합니다.😊","워너홈 분유 쉐이커 Milk Shaker-1 모델입니다

- 정격전압 3.7V
- 충전전압 5V
- 배터리 용량 1800mAh

한번충전하면 꽤 오래가긴하는디(1주정도 썼던거같아요)

신생아 키우면서 
충전할게 하도 많으실거 같아
부족한 충전기도 함께 드립니다

기본기능은 방향바꿔서 흔들어주고 불빛으로 무드등처럼 보이고

3단인가로 흔드는 시간을 바꿀수있던것 같아요 (터치횟수차등)

1. 필요한이
 ㅡ 밤에 눈을뜰수 없어 조유농도가 자꾸 들쭉날쭉 안맞는자
 ㅡ 어떤일인지 흔들때마다 무조건 젖병이 새는 자
 ㅡ 애기가 미친듯이 자주 배고파서 우는 자
 ㅡ 흔들면 거품이 왕창 생기는 헬스남들(애기 배앓이로 직행)
 ㅡ 애기 기저귀를 갈거나 씻기는 순간에 분유 섞는 시간을 애끼고싶은 똑똑이 부모님

2. 고려할점
 ㅡ 바닥이 뽁뽁이로 붙을수있는 평평한 바닥에 붙여야함
 ㅡ 흔드는기능에 집중하여 보온은 따로해야하지만 애가 당장울고잇는데 그럴시간은 없음(어차피 모든 포트가 온도를 맞춰줌)
 ㅡ 브레짜가 아무리 이모님수준이어도 정확하게 조유농도를 맞출수없어 필히 본 기계 셰이커로 흔들어줘야 균일하게 입자가 섞임
ㅡ 신기하게 진짜 모든 젖병이 다들어감"
분유포트,브레짜 분유포트,베이비 브레짜 분유 제조기 관악,거래완료,"35,000원",신길제5동,2026-03-04,2,1,70,47.8℃,KilNamYang,유아동,거래는 관악산역 근처 혹은 문고리거래 희망합니다,"베이비 브레짜 분유 제조기 판매합니다
유미 젖병 3개
닥터브라운 젖병 2개 같이 드립니다

1. 필요한이유
ㅡ 2시간마다 자고 깨고 먹는데 인간적으로 분유통 스푼질할수가 없음
ㅡ 눈감고도 정량을 정확한 온도로, 심지어 온도와 분유량까지 미리 세팅가능하여 월령별로 늘릴수있음(댕편함)
ㅡ 진짜 편하고 흔들필요도 없음(특히 배앓이 심한애기)
ㅡ 수유등 안키고도 찾아서 분유를 우는애기에게 신속히 공급가능 (신생아 부모들의 메시아)

2. 고려할점(아이가 민감하시다면)
ㅡ 신생아때는 기계 세척솔로 2달에 한번은 하고 식초 소독
ㅡ 분유가 직접 섞이는 아랫통은 1주일에 한번은 세척 살균, 분유를 담는통은 1ㅡ2달에 한번 세척 건조  

3. 본 기계는 초반에 두주도 안쓰고 세척의 압박을 못이긴 남편이 포트로 넘어가는바람에 소독후 보관행
ㅡ 깔끔하게써서 아마 흠잡으실데 없을것 같고 정량수유의 일등공신 유미젖병 같이 드립니당"
