카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명,가격원
청소기,다이슨 청소기,다이슨 V6 무선 청소기,거래중,"45,000원",문정1동,2026-08-30,0,3,84,99℃,센터방송실,생활가전,,"다이슨 V6 무선 청소기입니다. 
강력한 흡입력으로 집안 구석구석 깨끗하게 청소해보세요
- 당근 ai
.
사진에 보이는 것만 있으니 다른 것 있는지 문의 주지 마세요.
에어캡?비닐 위에 있는 배터리는 리필이 필요한 정품배터리입니다.
리필된 다른 배터리를 구매하여 완충시켜 놓았습니다.
공기흐름 경로는 깔끔히 청소해 두었습니다.
.
풍동초교 인근입니다.",45000
청소기,다이슨 청소기,정품 다이슨 청소기 툴 v7 v8 v10 v11 v15,거래중,"18,000원",잠실4동,2026-03-03,0,0,61,45.4℃,안뇽,생활가전,,"다이슨 청소기 툴입니다
정품은 비싸요. 
회색이고 사용감 있습니다",18000
청소기,다이슨 청소기,다이슨 V6 무선 청소기,거래중,"70,000원",문정1동,2026-08-07,2,10,822,60.6℃,한일,생활가전,,"다이슨 V6 무선 청소기 판매해요
밧데리 20분 이상갑니다  흡입구 롤러없어졌네요
쿠팡에서 호환품2~3만원대 갑니다
청소해두었구요 작동잘되구요
사진에 보이는 구성품 모두 드려요
깔끔한 디자인으로 인테리어 효과도 있어요
자주 사용하지 않아 깨끗하게 보관했어요
청소의 번거로움을 덜어줄 아이템이에요",70000
청소기,다이슨 청소기,다이슨 v8 풀셋 하남,거래중,"150,000원",위례동,2025-08-30,1,8,903,47.9℃,동네구경,생활가전,위례 직거래.,"다이슨 무선청소기 v8 입니다

5만원상당 거치대포함가격입니다

사용감은 있으나 작동 흡입 잘 됩니다

예민하시면 피해주세요! 대충 쓰실분.

위례 직거래.",150000
청소기,다이슨 청소기,다이슨 V6 플러피 무선 청소기,거래중,"40,000원",문정1동,2026-07-31,7,37,1943,45.7℃,키링님,생활가전,,"다이슨 V6 플러피 무선 청소기 판매해요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
플러피 헤드가 있어 바닥 먼지 제거에 탁월하답니다
거치대와 충전기, 추가 브러쉬까지 모두 포함되어 있어요
연결부 약함
바쁜 일상 속에서도 간편하게 청소하고 싶은 분들께 추천드려요
더러워서 닦아 써야해요 그래서 싸게 올림",40000
청소기,다이슨 청소기,정품 다이슨 미니 모터 헤드 v7 v8 v10 v11 v15,거래중,"38,000원",잠실4동,2026-03-03,0,1,53,45.4℃,안뇽,생활가전,,"다이슨 청소기 미니 모터 헤드입니다
정품은 비싸요. 
v7 v8 v10 v11 v15 사용
침구 청소할 때 유용하게 사용할 수 있습니다
브러쉬 상태는 사진에서 보이는 것처럼 양호합니다
다이슨 무선 청소기는 강력한 흡입력으로 미세먼지까지 제거해줘서 좋습니다",38000
청소기,다이슨 청소기,다이슨 V11 컴플리트 퍼플 무선청소기,거래중,"60,000원",문정1동,2026-08-30,1,15,814,99℃,phil3613,생활가전,,"다이슨 V11 컴플리트 퍼플 무선청소기예요
모타 고장  같아요 부품용으로 팝니다
사진에 있는 본체만 있습니다 
중고 거래로 신중하게 구매해주시고
반품 없습니다",60000
청소기,다이슨 청소기,다이슨 청소기 액세서리 툴 세트,거래중,"50,000원",오금동,2026-08-19,0,1,52,58.5℃,정민이,생활가전,,"다이슨 청소기 액세서리 툴 세트에요
사진에 보이는 구성품 그대로 드려요
다양한 툴로 청소 효율을 높여보세요
청소의 번거로움을 덜어줄 아이템이에요",50000
청소기,다이슨 청소기,[55구매] 다이슨 V8 앱솔루트 무선청소기 실사용 6달,거래중,"170,000원",문정1동,2026-07-31,7,23,947,39.4℃,wwwwawwwaww,생활가전,,,170000
청소기,다이슨 청소기,다이슨 V8 무선청소기 풀구성,거래중,"100,000원",문정1동,2026-07-01,9,30,1558,53℃,커피,생활가전,,"다이슨 V8 무선청소기 풀구성품입니다
사진에 보이는 모든 구성품 포함되어 있어요
다양한 브러쉬와 연장관으로 집안 구석구석 깔끔하게 청소할 수 있어요

배터리 작년교체하였고
로봇청소기 핸디로 넘어가면서 판매합니다

3번째.4번째 부품들은 사용하지않았습니다
추가사진요청하시면 보내드릴게요

버튼부분 파손. 롤러 중 1개는 옆부분 뜯김있지만 기능 및 작동상 이상없습니다

필터도 추가로 드립니다

추가사진필요시 요청해주세요",100000
청소기,다이슨 청소기,다이슨 V6 앱솔루트 무선청소기,거래중,"100,000원",가락1동,2025-08-30,7,11,1119,99℃,보석상자,생활가전,송파역 부근에서 직거래 합니다,"다이슨 V6앱솔루트 무선 스틱 청소기 판매합니다
핑크색 포인트가 예쁜 제품이에요~ 사용감은 있지만, 기능에는 문제 없습니다
상태는 사진으로 대신합니다
본체,튜브봉,거치대,충전기.
소프트롤러헤드, 터빈터보헤드,
틈새브러쉬 등
송파역 부근에서 직거래 합니다
자차이용시 가락1동 주민센터 주차장입니다",100000
청소기,다이슨 청소기,다이슨 V11 컴플리트 엑스트라 무선청소기,거래중,"160,000원",문정1동,2026-07-31,12,30,1672,41.6℃,블레이크그리핀,생활가전,,,160000
청소기,다이슨 청소기,[다이슨청소기] 다이슨 V12s 디텍트 슬림 서브마린 컴플리트 물걸레 청소기 (AS기간 남음) 판매합니다.,거래중,"480,000원",문정1동,2026-08-28,0,4,138,72.8℃,spike,,,,480000
청소기,다이슨 청소기,다이슨 싸이클론 V10 카본 파이버+ 무선청소기,거래중,"150,000원",문정1동,2026-07-01,3,10,532,59.3℃,아나바다,생활가전,,,150000
청소기,다이슨 청소기,다이슨 펜슬릭백 플러피콘 무선청소기 (미개봉),거래중,"400,000원",문정1동,2026-08-29,0,6,118,42℃,mullllll,생활/주방,,,400000
청소기,다이슨 청소기,다이슨 V6앱솔루트 무선청소기,거래중,"50,000원",문정1동,2026-08-24,0,4,487,55.7℃,좋은물건저렴히팔아요,생활가전,,"다이슨 V6무선청소기입니다
다양한 구성품과 함께 제공되어 활용도가 높아요
사진에서 보이는 모든 구성품 포함되어 있습니다
청소하기 힘든 곳까지 깔끔하게 청소할 수 있어요  사진상 보이는것만 보내드립니다 배터리는 교체해야합니다 
네고문의 답안합니다  금액은 알아서 내림니다
구매후 반품.교환.환불 안됩니다 신중히 결정하세요
내용은 AI가작성해서틀릴수있구요 사진상 보이는그대로보내드립니다  예민하신분 패스해주시고 신중히결정하세요
카메라랑교환도가능합니다 추가금도드리고요 안쓰시는 디카.필림카메라 됩니다 문의주세요",50000
청소기,다이슨 청소기,다이슨 WashG1 물청소기 +롤러 2세트,거래중,"230,000원",잠실동,2026-02-01,1,25,308,61.9℃,jwyshj,생활가전,,"다이슨 WashG1 물청소기 판매합니다
사용감이 적고 전체적으로 깨끗한 상태입니다
59000원에 구매한 여분 롤러 2세트 함께 드립니다
총4개의 새상품롤러 (기존꺼도 있습니다)
16개의 분사 지점으로 바닥 전체에 물을 고르게 분사하여 깨끗하게 청소할 수 있습니다
1리터의 깨끗한 물탱크와 1리터의 오수탱크가 있어 넓은 공간도 한 번에 청소 가능하며, 셀프 클리닝 기능으로 사용 후 관리도 편리합니다",230000
청소기,다이슨 청소기,"다이슨 V10 무선청소기 오렌지색, 스텐드거치대",거래중,"135,000원",문정1동,2026-08-30,4,24,259,79.2℃,ryussang,생활가전,,,135000
청소기,다이슨 청소기,다이슨 V8 앱솔루트 무선 청소기 12800mAh,거래중,"120,000원",문정1동,2026-08-23,0,14,330,36.2℃,옥천아지매,생활가전,,,120000
청소기,다이슨 청소기,다이슨 V6 청소기 충전 거치대,거래중,"6,000원",잠실4동,2026-08-25,0,1,29,53.1℃,나타샤,생활가전,,"다이슨 V6 청소기 거치대입니다
사진에서 보시는 것처럼 깔끔한 상태를 유지하고 있어요
청소기 본체와 액세서리를 깔끔하게 보관하고 충전까지 할 수 있는 필수 아이템이에요
다이슨 V6 사용하시는 분들에게 정말 유용한 아이템이 될 거예요

잠실사동 주민센터",6000
청소기,다이슨 청소기,다이슨 DC46 유선 청소기 흡입력 최고입니다,거래중,"89,000원",문정1동,2026-08-30,0,1,89,45.5℃,은하수,생활가전,,,89000
청소기,다이슨 청소기,다이슨 V10 무선청소기/다이슨v8 무선청소기/다이슨/무선청소기,거래중,"109,000원",문정1동,2026-07-01,1,35,2524,56.5℃,모래시계흐미,생활가전,,,109000
청소기,다이슨 청소기,다이슨 호스 연장관 세트,거래중,"5,000원",잠실4동,2026-08-12,1,3,96,53.1℃,호잇,생활가전,,"다이슨 청소기 호스 연장관 세트예요
사진처럼 구성품 모두 포함되어 있어요
청소하기 어려운 곳까지 닿을 수 있도록 도와줘요
좁은 틈새 청소에 딱 맞는 제품이에요

건조기 청소에 좋아요
새거에요",5000
청소기,다이슨 청소기,새밧데리 다이슨 V6 퍼플 무선 청소기,거래중,"100,000원",문정1동,2026-08-13,0,8,585,99℃,돈불,생활가전,,"다이슨 V6 퍼플 무선 청소기입니다
사진에 보이는 구성품 그대로 드려요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
자취하시는 분이나 1인 가구에게 딱 맞는 청소기랍니다
✅️윗구성이다 입니다
      호환용 새밧데리
     소프트 롤러해드 호환용
",100000
청소기,다이슨 청소기,다이슨 청소기 브러쉬 툴(새상품),거래중,"10,000원",신천동,2026-08-21,0,0,25,52.6℃,지연,생활가전,"직거래는 서울숲역, 뚝섬역","다이슨 청소기 브러쉬 툴이에요
사진에 보이는 구성품 그대로 드려요
청소 시 유용하게 사용하실 수 있어요
먼지나 머리카락 제거에 탁월한 브러쉬 툴이랍니다
- 브러쉬 헤드
- 거치대
각각 10,000원

*챗이 늦어도 양해바랍니다.
직거래는 서울숲역, 뚝섬역 
gs반값택배가능",10000
청소기,다이슨 청소기,다이슨 V8 앱솔루트 무선 청소기,거래완료,"50,000원",방이1동,2026-04-04,1,3,139,40.2℃,음유시인,생활가전,,"다이슨 V8 앱솔루트 무선 청소기입니다

다양한 구성품으로 활용도를 높였습니다

구성품 충전거치대 포함이고 배터리는 사용은 가능하나 교환을 추천 합니다",50000
청소기,다이슨 청소기,다이슨 펜슬백 플러피콘 무선청소기 미개봉 가격낮춤 마지막,거래중,"420,000원",문정1동,2026-08-16,0,11,,,,,,,420000
청소기,다이슨 청소기,다이슨 무선청소기 SV12 세트,거래중,"120,000원",문정1동,2026-08-26,0,25,899,41.3℃,루리,생활가전,,"미국에서 사와서 사용했던 다이슨 무선청소기 SV12 에요.
생활기스가 좀 있는데 아직 파워도 좋고 청소 잘됩니다.

구성품들은 거의 안써서 새거나 다름없습니다.

LA 가전제품 파는 Best Buy 에서 사온거라 전압 및 코드가 110 V전용이라 220 V 변압기에 꽂아 쓰셔야해요. 

환불 및 반품 안됨, 당근페이나 현금만 거래가능",120000
청소기,다이슨 청소기,다이슨 V8 앱솔루트 무선 청소기 풀구성,거래중,"120,000원",문정1동,2026-08-28,0,9,143,39.6℃,제라피,생활가전,,"다이슨 V8 앱솔루트 무선 청소기 풀구성으로 나왔어요
사진에 보이는 모든 구성품 포함되어 있습니다
-전체적 으로 깨끗하고 정상
작동 합니다
-새 배터리교채 8/27
-새 필터교채2개8/27
 -새 헤드교채8/27
-분해 ,세척 ,테스트 ,완료된 청소기 입니다
-LED 헤드 작동시 앞쪽에불이 들어왔어 어두운 곳에서도
먼지을 볼수있습니다
-배터리는 호환 용으로 한번 완충하면30분정도갑니다

교환.반품×",120000
청소기,다이슨 청소기,다이슨 V10 무선 청소기 본체,거래중,"100,000원",거여동,2026-09-01,1,8,212,43.8℃,수련,생활가전,,"다이슨 v10 sv12 무선청소기 본체
v7 v8 v10 v11 툴 호환
강력한 흡입력으로 집안 구석구석 먼지 없이 깨끗하게 관리해보세요
세척완료 깨짐 크랙없음
정품베터리 60분 이상",100000
청소기,다이슨 청소기,깨끗하게 세척한 다이슨 무선 청소기 V7(23분 연속동작),거래중,"77,000원",문정1동,2026-07-31,2,28,1031,73.8℃,산수자명,생활가전,,,77000
청소기,다이슨 청소기,다이슨 워시 G1 물청소기 블랙/블루,거래중,"202,000원",위례동,2026-07-31,0,6,234,58.6℃,바로구매선호,생활가전,문고리 거래만 가능하고 위치는 위례스타힐스 입니다.,"다이슨 워시 G1 물청소기 블랙/블루 색상이에요

구성품으로 물통, 브러시 롤러 2개, 거치대 등 사진에 보이는 모든 구성품 포함되어 있어요

청소 효율을 높여줄 제품을 찾으시는 분들께 추천드려요


❗️작동 잘 됩니다❗️  그 외 질문은 안 받아요. 

궁금하신건 상세 페이지 링크 잘 살펴보시고 사실 분만 연락주세요.

https://www.dyson.co.kr/products/vacuum-cleaners/wet/washg1/overview


문고리 거래만 가능하고 위치는 위례스타힐스 입니다.

환불 당연히 중고거래상 안 됩니다. ",202000
청소기,다이슨 청소기,다이슨 V11 무선 청소기,거래중,"200,000원",문정1동,2026-07-01,0,4,288,55.7℃,좋은물건저렴히팔아요,생활가전,,"26만이구요나머지는당근페이나계좌이체로받아요  다이슨 V11 컴플리트 엑스트라 무선 청소기 풀세트입니다
다양한 구성품으로 집안 곳곳 깨끗하게 청소할 수 있어요
사진에서 보이는 모든 구성품 포함되어 있습니다
강력한 흡입력으로 먼지 걱정 끝
청소의 신세계를 경험해보세요
내용은 AI가작성해서틀릴수있구요 사진상 보이는그대로보내드립니다  예민하신분 패스해주시고 신중히결정하세요
반품.환불.안됩니다.
네고문의 답안합니다  금액은 알아서 내림니다",200000
청소기,다이슨 청소기,다이슨 SV10 배터리 21.6V 2600mAh,거래중,"50,000원",잠실동,2026-08-29,0,1,,,,,,,50000
청소기,다이슨 청소기,깨끗하게 세척한 다이슨 무선 청소기 V8(33분 연속동작),거래중,"125,000원",문정1동,2026-08-06,1,6,587,75℃,벽산,생활가전,,,125000
